Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:00,2019-03-06 11:50:00,"0,043s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:00,2019-03-06 11:50:02,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:02,2019-03-06 11:50:02,"0,033s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:02,2019-03-06 11:50:05,"3,001s",PASSED
,,,,,,
Test Cases/1.Configuraciones/4.Priorizacion Factores Contributivos/4.Editar,Chrome 72.0.3626.119,,2019-03-06 11:50:05,2019-03-06 11:50:32,"27,094s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:05,2019-03-06 11:50:07,"2,002s",PASSED
navigateToUrl,Chrome 72.0.3626.119,,2019-03-06 11:50:07,2019-03-06 11:50:10,"2,877s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:10,2019-03-06 11:50:12,"2,003s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:12,2019-03-06 11:50:12,"0,023s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:12,2019-03-06 11:50:14,"2,001s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:14,2019-03-06 11:50:14,"0,037s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:14,2019-03-06 11:50:16,"2,003s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 11:50:16,2019-03-06 11:50:16,"0,220s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:16,2019-03-06 11:50:18,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:18,2019-03-06 11:50:18,"0,040s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:18,2019-03-06 11:50:20,"2,002s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 11:50:20,2019-03-06 11:50:20,"0,130s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:20,2019-03-06 11:50:22,"2,001s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 11:50:22,2019-03-06 11:50:23,"0,159s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:23,2019-03-06 11:50:25,"2,001s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 11:50:25,2019-03-06 11:50:25,"0,276s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:25,2019-03-06 11:50:27,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:27,2019-03-06 11:50:27,"0,037s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:27,2019-03-06 11:50:29,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:29,2019-03-06 11:50:29,"0,035s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:29,2019-03-06 11:50:32,"3,001s",PASSED
,,,,,,
Test Cases/1.Configuraciones/4.Priorizacion Factores Contributivos/5.Eliminar,Chrome 72.0.3626.119,,2019-03-06 11:50:32,2019-03-06 11:50:46,"13,649s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:32,2019-03-06 11:50:34,"2,003s",PASSED
navigateToUrl,Chrome 72.0.3626.119,,2019-03-06 11:50:34,2019-03-06 11:50:37,"2,233s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:37,2019-03-06 11:50:39,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:39,2019-03-06 11:50:39,"0,028s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:39,2019-03-06 11:50:41,"2,004s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:41,2019-03-06 11:50:41,"0,018s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:41,2019-03-06 11:50:43,"2,003s",PASSED
acceptAlert,Chrome 72.0.3626.119,,2019-03-06 11:50:43,2019-03-06 11:50:43,"0,014s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 11:50:43,2019-03-06 11:50:43,"0,044s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 11:50:43,2019-03-06 11:50:46,"3,001s",PASSED
