Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay,Chrome 72.0.3626.119,,2019-03-05 15:59:59,2019-03-05 16:00:01,"2,003s",PASSED
navigateToUrl,Chrome 72.0.3626.119,,2019-03-05 16:00:01,2019-03-05 16:00:06,"4,639s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:06,2019-03-05 16:00:08,"2,003s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-05 16:00:08,2019-03-05 16:00:08,"0,029s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:08,2019-03-05 16:00:10,"2,001s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-05 16:00:10,2019-03-05 16:00:10,"0,025s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:10,2019-03-05 16:00:12,"2,002s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-05 16:00:12,2019-03-05 16:00:12,"0,273s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:12,2019-03-05 16:00:14,"2,002s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-05 16:00:14,2019-03-05 16:00:14,"0,296s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:14,2019-03-05 16:00:16,"2,004s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-05 16:00:16,2019-03-05 16:00:16,"0,050s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:16,2019-03-05 16:00:18,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-05 16:00:18,2019-03-05 16:00:18,"0,014s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:18,2019-03-05 16:00:21,"3,002s",PASSED
,,,,,,
Test Cases/1.Configuraciones/1.Niveles de Danio/5.Eliminar,Chrome 72.0.3626.119,,2019-03-05 16:00:21,2019-03-05 16:00:34,"13,152s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:22,2019-03-05 16:00:24,"2,002s",PASSED
navigateToUrl,Chrome 72.0.3626.119,,2019-03-05 16:00:24,2019-03-05 16:00:25,"1,766s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:25,2019-03-05 16:00:27,"2,003s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-05 16:00:27,2019-03-05 16:00:27,"0,034s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:27,2019-03-05 16:00:29,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-05 16:00:29,2019-03-05 16:00:29,"0,020s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:29,2019-03-05 16:00:31,"2,002s",PASSED
acceptAlert,Chrome 72.0.3626.119,,2019-03-05 16:00:31,2019-03-05 16:00:31,"0,017s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-05 16:00:31,2019-03-05 16:00:31,"0,030s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-05 16:00:31,2019-03-05 16:00:34,"3,002s",PASSED
