Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 72.0.3626.119,,2019-03-06 17:15:58,2019-03-06 17:15:59,"0,264s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:15:59,2019-03-06 17:16:01,"2,000s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 17:16:01,2019-03-06 17:16:01,"0,299s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:01,2019-03-06 17:16:03,"2,001s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 17:16:03,2019-03-06 17:16:03,"0,154s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:03,2019-03-06 17:16:05,"2,002s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 17:16:05,2019-03-06 17:16:05,"0,221s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:05,2019-03-06 17:16:07,"2,003s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 17:16:07,2019-03-06 17:16:08,"0,139s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:08,2019-03-06 17:16:10,"2,003s",PASSED
setText,Chrome 72.0.3626.119,,2019-03-06 17:16:10,2019-03-06 17:16:10,"0,188s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:10,2019-03-06 17:16:12,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 17:16:12,2019-03-06 17:16:12,"0,049s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:12,2019-03-06 17:16:14,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 17:16:14,2019-03-06 17:16:14,"0,013s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:14,2019-03-06 17:16:16,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 17:16:16,2019-03-06 17:16:16,"0,051s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:16,2019-03-06 17:16:18,"2,002s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 17:16:18,2019-03-06 17:16:18,"0,013s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:18,2019-03-06 17:16:21,"3,002s",PASSED
,,,,,,
Test Cases/1.Configuraciones/6.Insumos/5.Eliminar,Chrome 72.0.3626.119,,2019-03-06 17:16:21,2019-03-06 17:16:35,"14,119s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:21,2019-03-06 17:16:23,"2,003s",PASSED
navigateToUrl,Chrome 72.0.3626.119,,2019-03-06 17:16:23,2019-03-06 17:16:26,"2,844s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:26,2019-03-06 17:16:28,"2,001s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 17:16:28,2019-03-06 17:16:28,"0,026s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:28,2019-03-06 17:16:30,"2,003s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 17:16:30,2019-03-06 17:16:30,"0,013s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:30,2019-03-06 17:16:32,"2,002s",PASSED
acceptAlert,Chrome 72.0.3626.119,,2019-03-06 17:16:32,2019-03-06 17:16:32,"0,015s",PASSED
executeJavaScript,Chrome 72.0.3626.119,,2019-03-06 17:16:32,2019-03-06 17:16:32,"0,031s",PASSED
delay,Chrome 72.0.3626.119,,2019-03-06 17:16:32,2019-03-06 17:16:35,"3,002s",PASSED
